"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-12-27","0.00","0.0","0.0",,"31","18","  545"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-12-28","0.04","0.0","0.0",,"43","31","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-12-29","0.14","0.0","0.0",,"47","41","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-12-30","0.41","0.0","0.0",,"51","46","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-12-31","0.04","0.0","0.0",,"61","45","    3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-01","0.00","0.0","0.0",,"55","25","  459"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-02","0.00","0.0","0.0",,"37","25","  487"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-03","0.04","0.0","0.0",,"42","27","  146"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-04","0.00","0.0","0.0",,"64","41","  448"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-05","1.42","0.0","0.0",,"64","39","  294"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-06","0.00","0.0","0.0",,"42","36","  122"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-07","0.00","0.0","0.0",,"44","36","  366"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-08","0.00","0.0","0.0",,"43","37","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-09","0.00","0.0","0.0",,"37","25","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-10","0.10","1.1","0.0",,"27","22","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-11","0.00","0.0","1.0",,"33","23","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-12","0.31","0.0","0.0",,"37","33","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-13","0.54","0.0","0.0",,"39","35","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-14","0.16","0.2","0.0",,"36","30","    4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-15","0.04","0.2","0.0",,"40","31","  125"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-16","0.00","0.0","0.0",,"39","30","  472"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-17","0.00","0.0","0.0",,"41","30","  213"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-18","0.00","0.0","0.0",,"38","24","  580"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-19","0.00","0.0","0.0",,"36","21","  580"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-20","0.00","0.0","0.0",,"43","27","  583"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-21","0.20","0.0","0.0",,"43","29","  205"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-22","0.54","0.0","0.0",,"53","41","   37"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-23","0.00","0.0","0.0",,"46","39","  271"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-24","0.09","0.0","0.0",,"55","38","  462"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-25","0.00","0.0","0.0",,"43","30","  585"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-26","0.00","0.0","0.0",,"35","25","  525"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-27","0.00","0.0","0.0",,"44","31","  406"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-28","0.00","0.0","0.0",,"40","27","  320"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-29","0.00","0.0","0.0",,"41","23","  453"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-30","0.00","0.0","0.0",,"36","22","  499"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01-31","0.00","0.0","0.0",,"46","31","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-01","0.00","0.0","0.0",,"43","9","  588"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-02","0.00","0.0","0.0",,"30","7","  610"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-03","0.00","0.0","0.0",,"52","24","  549"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-04","0.00","0.0","0.0",,"44","31","  565"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-05","0.00","0.0","0.0",,"56","30","  520"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-06","0.21","1.9","0.0",,"46","10","  110"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-07","0.00","0.0","2.0",,"33","7","  573"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-08","0.00","0.0","2.0",,"44","29","  623"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-09","0.00","0.0","0.0",,"36","20","  625"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-10","0.00","0.0","0.0",,"51","31","  574"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-11","0.00","0.0","0.0",,"45","32","   37"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-12","1.11","3.0","0.0",,"36","30","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-13","0.29","0.4","2.0",,"38","31","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-14","0.00","0.0","1.0",,"39","27","  551"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-15","0.00","0.0","1.0",,"43","26","  551"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-16","0.67","1.0","0.0",,"50","33","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-17","0.00","0.0","0.0",,"43","28","  515"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-18","0.00","0.0","0.0",,"35","19","  496"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-19","0.00","0.0","0.0",,"27","12","  650"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-20","0.00","0.0","0.0",,"33","17","  561"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-21","0.46","4.3","0.0",,"33","23","   62"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-22","0.06","0.0","3.0",,"44","32","   35"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-23","0.00","0.0","1.0",,"37","25","  497"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-24","0.00","0.0","0.0",,"29","18","  510"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-25","0.00","0.0","0.0",,"29","15","  665"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-26","0.01","0.1","0.0",,"27","21","    7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-27","0.00","0.0","0.0",,"35","20","  606"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02-28","0.00","0.0","0.0",,"36","21","  435"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-01","0.00","0.0","0.0",,"43","22","  360"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-02","0.00","0.0","0.0",,"50","33","  627"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-03","0.00","0.0","0.0",,"50","38","  484"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-04","0.99","0.0","0.0",,"42","34","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-05","0.18","0.2","0.0",,"36","30","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-06","0.00","0.0","0.0",,"42","30","  160"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-07","0.00","0.0","0.0",,"52","33","  693"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-08","0.00","0.0","0.0",,"56","40","  278"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-09","0.00","0.0","0.0",,"48","36","  550"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-10","0.06","0.3","0.0",,"40","32","  314"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-11","0.00","0.0","0.0",,"41","30","  699"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-12","0.00","0.0","0.0",,"42","29","  612"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-13","2.37","10.2","1.0",,"40","28","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-14","0.15","0.4","8.0",,"39","17","  468"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-15","0.00","0.0","8.0",,"33","14","  686"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-16","0.00","0.0","7.0",,"45","26","  717"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-17","0.75","0.8","4.0",,"47","25","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-18","0.00","0.0","2.0",,"29","13","  668"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-19","0.00","0.0","2.0",,"34","15","  725"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-20","0.00","0.0","2.0",,"42","26","  147"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-21","0.21","0.0","1.0",,"48","34","   60"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-22","0.00","0.0","0.0",,"50","36","  698"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-23","0.34","0.0","0.0",,"47","34","  365"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-24","0.78","0.0","0.0",,"40","37","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-25","0.00","0.0","0.0",,"51","38","  190"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-26","0.00","0.0","0.0",,"67","46","  664"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-27","0.03","0.0","0.0",,"62","46","  338"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-28","0.78","0.0","0.0",,"54","47","   10"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-29","0.00","0.0","0.0",,"56","50","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-30","0.00","0.0","0.0",,"53","46","   35"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03-31","0.00","0.0","0.0",,"68","46","  658"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-01","1.89","0.0","0.0",,"49","39","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-02","0.05","0.0","0.0",,"41","37","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-03","0.00","0.0","0.0",,"48","39","  120"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-04","0.00","0.0","0.0",,"46","36","  486"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-05","0.00","0.0","0.0",,"57","35","  680"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-06","0.00","0.0","0.0",,"52","41","   25"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-07","0.00","0.0","0.0",,"61","39","  776"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-08","0.00","0.0","0.0",,"64","42","  771"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-09","0.01","0.0","0.0",,"63","44","  445"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-10","0.25","0.0","0.0",,"62","46","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-11","0.00","0.0","0.0",,"65","46","  611"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-12","0.00","0.0","0.0",,"55","41","  370"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-13","0.00","0.0","0.0",,"63","41","  619"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-14","0.00","0.0","0.0",,"65","43","  468"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-15","0.00","0.0","0.0",,"56","50","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-16","0.24","0.0","0.0",,"63","54","   12"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-17","0.00","0.0","0.0",,"66","48","  170"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-18","0.00","0.0","0.0",,"62","42","  554"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-19","0.00","0.0","0.0",,"79","49","  780"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-20","0.00","0.0","0.0",,"70","55","  646"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-21","0.47","0.0","0.0",,"74","51","  286"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-22","0.43","0.0","0.0",,"56","43","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-23","0.00","0.0","0.0",,"58","39","  103"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-24","0.00","0.0","0.0",,"71","49","  533"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-25","0.00","0.0","0.0",,"76","51","  706"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-26","0.93","0.0","0.0",,"70","42","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-27","0.01","0.0","0.0",,"61","40","  685"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-28","0.00","0.0","0.0",,"68","42","  830"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-29","0.00","0.0","0.0",,"76","46","  797"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04-30","0.00","0.0","0.0",,"78","50","  728"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-01","0.00","0.0","0.0",,"82","54","  837"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-02","0.00","0.0","0.0",,"79","53","  826"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-03","0.00","0.0","0.0",,"69","52","  800"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-04","0.00","0.0","0.0",,"69","51","   37"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-05","0.25","0.0","0.0",,"69","57","  122"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-06","0.00","0.0","0.0",,"79","62","  608"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-07","0.00","0.0","0.0",,"78","60","  778"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-08","0.00","0.0","0.0",,"73","53","  701"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-09","0.00","0.0","0.0",,"89","55","  844"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-10","0.00","0.0","0.0",,"78","56","  857"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-11","0.06","0.0","0.0",,"92","57","  747"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-12","0.00","0.0","0.0",,"87","66","  720"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-13","0.01","0.0","0.0",,"69","56","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-14","0.00","0.0","0.0",,"69","53","  781"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-15","0.00","0.0","0.0",,"74","53","  866"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-16","0.06","0.0","0.0",,"80","59","  365"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-17","0.00","0.0","0.0",,"73","55","  805"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-18","0.06","0.0","0.0",,"71","53","  180"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-19","0.22","0.0","0.0",,"56","52","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-20","0.00","0.0","0.0",,"58","50","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-21","0.00","0.0","0.0",,"70","46","  557"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-22","0.00","0.0","0.0",,"74","50","  670"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-23","0.00","0.0","0.0",,"81","50","  881"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-24","0.00","0.0","0.0",,"80","62","  160"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-25","0.00","0.0","0.0",,"86","70","  620"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-26","0.00","0.0","0.0",,"76","61","  517"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-27","0.00","0.0","0.0",,"76","60","  774"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-28","0.00","0.0","0.0",,"79","59","  120"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-29","0.00","0.0","0.0",,"75","57","  588"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-30","0.00","0.0","0.0",,"78","51","  891"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05-31","0.90","0.0","0.0",,"70","57","  150"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-01","0.04","0.0","0.0",,"73","55","  517"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-02","0.00","0.0","0.0",,"71","51","  493"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-03","0.00","0.0","0.0",,"76","58","  322"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-04","0.03","0.0","0.0",,"76","57","  387"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-05","0.21","0.0","0.0",,"64","56","    3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-06","0.00","0.0","0.0",,"67","55","  305"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-07","0.00","0.0","0.0",,"79","56","  575"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-08","0.00","0.0","0.0",,"80","62","  531"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-09","0.32","0.0","0.0",,"91","65","  331"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-10","0.00","0.0","0.0",,"88","70","  782"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-11","0.00","0.0","0.0",,"85","67","  636"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-12","0.00","0.0","0.0",,"80","61","  881"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-13","0.00","0.0","0.0",,"82","59","  904"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-14","0.00","0.0","0.0",,"86","61","  904"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-15","0.00","0.0","0.0",,"82","62","  495"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-16","0.00","0.0","0.0",,"84","65","  885"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-17","0.00","0.0","0.0",,"87","62","  905"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-18","0.00","0.0","0.0",,"91","68","  905"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-19","0.00","0.0","0.0",,"95","76","  604"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-20","0.50","0.0","0.0",,"85","69","  509"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-21","0.15","0.0","0.0",,"85","68","  397"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-22","0.00","0.0","0.0",,"87","67","  637"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-23","0.00","0.0","0.0",,"83","61","  906"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-24","0.00","0.0","0.0",,"88","60","  905"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-25","0.00","0.0","0.0",,"89","65","  905"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-26","0.00","0.0","0.0",,"92","67","  819"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-27","0.24","0.0","0.0",,"86","65","  524"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-28","0.00","0.0","0.0",,"92","71","  665"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-29","0.00","0.0","0.0",,"84","71","  396"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06-30","0.00","0.0","0.0",,"87","70","  684"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-01","0.00","0.0","0.0",,"85","66","  863"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-02","0.76","0.0","0.0",,"69","65","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-03","0.20","0.0","0.0",,"82","66","  429"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-04","0.00","0.0","0.0",,"95","73","  830"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-05","0.00","0.0","0.0",,"91","71","  900"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-06","0.00","0.0","0.0",,"87","69","  790"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-07","0.00","0.0","0.0",,"98","75","  780"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-08","0.00","0.0","0.0",,"100","80","  866"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-09","0.00","0.0","0.0",,"101","78","  894"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-10","0.00","0.0","0.0",,"102","80","  860"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-11","0.01","0.0","0.0",,"97","72","  715"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-12","0.00","0.0","0.0",,"94","78","  691"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-13","0.00","0.0","0.0",,"94","75","  856"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-14","0.12","0.0","0.0",,"91","71","  522"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-15","0.00","0.0","0.0",,"90","71","  838"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-16","0.00","0.0","0.0",,"90","65","  866"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-17","0.00","0.0","0.0",,"88","66","  886"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-18","0.00","0.0","0.0",,"91","65","  884"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-19","0.32","0.0","0.0",,"75","65","   30"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-20","0.00","0.0","0.0",,"92","66","  675"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-21","0.00","0.0","0.0",,"88","69","  839"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-22","0.00","0.0","0.0",,"87","66","  809"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-23","0.00","0.0","0.0",,"89","66","  805"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-24","0.00","0.0","0.0",,"91","67","  723"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-25","0.00","0.0","0.0",,"90","68","  755"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-26","0.00","0.0","0.0",,"78","66","  312"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-27","0.27","0.0","0.0",,"91","69","  267"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-28","0.00","0.0","0.0",,"96","72","  699"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-29","0.02","0.0","0.0",,"94","72","  666"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-30","0.00","0.0","0.0",,"89","72","  722"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07-31","0.00","0.0","0.0",,"90","68","  651"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-01","0.01","0.0","0.0",,"92","69","  685"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-02","0.00","0.0","0.0",,"94","72","  760"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-03","0.00","0.0","0.0",,"94","76","  749"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-04","0.00","0.0","0.0",,"96","73","  525"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-05","0.00","0.0","0.0",,"86","67","  733"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-06","0.51","0.0","0.0",,"75","62","  101"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-07","0.21","0.0","0.0",,"73","62","  239"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-08","0.03","0.0","0.0",,"86","62","  688"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-09","0.00","0.0","0.0",,"83","68","  254"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-10","0.00","0.0","0.0",,"84","66","  791"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-11","0.00","0.0","0.0",,"82","67","  495"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-12","0.23","0.0","0.0",,"76","67","  193"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-13","0.22","0.0","0.0",,"84","66","  345"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-14","0.00","0.0","0.0",,"90","71","  635"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-15","0.00","0.0","0.0",,"93","72","  730"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-16","1.85","0.0","0.0",,"86","68","  161"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-17","1.35","0.0","0.0",,"75","66","    0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-18","0.00","0.0","0.0",,"77","68","  217"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-19","0.00","0.0","0.0",,"83","65","  687"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-20","0.02","0.0","0.0",,"82","69","  414"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-21","0.00","0.0","0.0",,"84","67","  746"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-22","0.00","0.0","0.0",,"82","60","  756"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-23","0.00","0.0","0.0",,"86","66","  750"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-24","0.00","0.0","0.0",,"84","69","  632"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-25","0.45","0.0","0.0",,"94","72","  641"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-26","0.00","0.0","0.0",,"96","73","  801"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-27","0.00","0.0","0.0",,"96","73","  797"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-28","0.53","0.0","0.0",,"95","71","  618"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-29","0.00","0.0","0.0",,"88","70","  770"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-30","0.00","0.0","0.0",,"85","71","  541"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08-31","0.00","0.0","0.0",,"85","71","  710"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-09-01","0.01","0.0","0.0",,"90","73","  498"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-09-02","0.00","0.0","0.0",,"76","70","  130"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-09-03","0.00","0.0","0.0",,"95","76","  512"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-09-04","0.30","0.0","0.0",,"79","67","  132"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-09-05","0.00","0.0","0.0",,"86","66","  734"
